client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27027697.mp3	Morte?	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27027711.mp3	De fato, dá nome à ciência da biologia.	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27027714.mp3	O assistente virtual em catalão não está disponível em nenhuma plataforma.	2	1				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27027715.mp3	Seu avô sempre disse que ele era pobre demais para comprar barato.	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27027768.mp3	Grau: Licenciatura em Matemática, ou grau equivalente, se houver.	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27027781.mp3	Nomear pessoal estatutário fixo para o pessoal de destino previsto, listado no Anexo I.	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27027882.mp3	Qual é a altura do pirata quando ele usa o chapéu?	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27027883.mp3	Não é o filme por trás disso?	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27027885.mp3	Sim, claro	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27027886.mp3	O escritório do avô também era interessante.	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27027943.mp3	Tocar uma rocha	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27027944.mp3	Na Espanha, cada um está chateado.	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27027946.mp3	Ele não tem ninguém	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27028036.mp3	Hoje não.	3	1				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27028044.mp3	Quando estiverem quase cozidos, adicione a farinha de arroz dissolvida em água.	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27028116.mp3	Com relação a esta área, a legalização das fazendas existentes será possível.	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27028129.mp3	Será considerado um trabalhador agrícola desocupado que comprove sua condição agrária.	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27028135.mp3	Esta ideia não foi finalmente possível.	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27028138.mp3	Mas ele está certo.	2	0				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27028221.mp3	Enviar minha lista de compras para Marlene	2	1				pt	
c937d909b99d48ab90cf5ae04201395fb23b9f2fc4524beb3f4001bb14521712bc151d736e54e53d6ce527b824dc630f3ea3873d5bcb4bd39fe8237f41ccadd0	common_voice_pt_27028232.mp3	Esta alternativa consiste em memória de programa, projeto preliminar de urbanização e plano parcial.	2	0				pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19709864.mp3	A garota está pulando no lago.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19709867.mp3	O juiz Clark achou difícil resolver esse desacordo.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19709942.mp3	Duas pessoas vestindo trajes verdes e roxos brilhantes com máscaras brancas.	2	1	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19710237.mp3	O solo úmido é bom para a flora.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19710284.mp3	Não houve resposta.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19710285.mp3	"Eu quero reservar Baker's Keyboard Lounge para clare e yvonne ramirez."	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19710299.mp3	Dê a esta série atual uma classificação de um.	2	1	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19710306.mp3	Dois meninos em uniformes ensacando mantimentos em uma mercearia.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19710309.mp3	As pessoas estão comendo por uma parede colorida verde-azulada.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19781712.mp3	Uma pessoa passeando por uma floresta cor de laranja com um cachorro.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19781714.mp3	Um grupo de pessoas tirando fotos.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19781715.mp3	Como aconteceu?	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19781716.mp3	Uma jovem mulher patina no gelo.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19781727.mp3	O fazendeiro trocou seu cavalo por um boi marrom.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19781728.mp3	Cumprimente os novos convidados e saia rapidamente.	2	1	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19781729.mp3	Por que uma planta se volta para o sol?	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19781730.mp3	Os vinte e oito Jogos Olímpicos estarão em Pyeongchang.	2	1	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19781731.mp3	A criança pequena branca está perto do carro de esportes verde.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19781738.mp3	Um homem está andando nas costas de um caminhão de lixo.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19781741.mp3	Um velho casal se divertindo andando pelas ruas.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19791985.mp3	A folha embaralhada serve como nova.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19791993.mp3	Uma mulher loira usando óculos escuros e brincos de dados sorri.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19791997.mp3	Piloto de bicicleta no ar em uma rampa	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19795827.mp3	Um homem chuta outro no ombro em um evento de artes marciais	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19795829.mp3	Uma mulher está caindo pelo ar.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19795830.mp3	Um homem está preparando uma refeição ao ar livre em um palco.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19795833.mp3	Uma mulher em uma jaqueta laranja está falando em seu celular.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19795834.mp3	As pequenas histórias que eles contam são falsas.	2	1	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19795837.mp3	"""Eu quero ver ele fazendo?"", disse o chefe."	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19795840.mp3	Uma criança com cabelo preto está tirando uma foto com uma câmera Canon.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19795844.mp3	Pessoas praticando ioga no parque.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19795845.mp3	Encontre a programação para o sucesso.	2	1	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19795846.mp3	Um cão com sua língua para fora andando na neve.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19795848.mp3	Quatro pessoas estão posando do lado de fora.	2	1	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19795849.mp3	As porcas da conspiração vão adorar isso.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19795852.mp3	Um menino andando pelo pátio de edifícios em ruínas.	2	0	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19795853.mp3	Um grupo de pessoas se reuniu para uma reunião.	2	1	fifties	male		pt	
fc0c84e6c9645ac165afd9664478548506d9d91cbe84ba2dd588b980d2e6b36d6e3cc673860ff9b31e25a24c01ef97f45b6ee9fa10f272dfd37670b6be577aa5	common_voice_pt_19971770.mp3	Desde que foi consertado, o carro não mostrou mais o problema.	2	0	fifties	male		pt	
